#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b4322//rpnB//b1391//b2628//
GO_0006812_6	b0158//b1656//b3549//b1878//b3178//b3221//b2253//b4071//b0186//b3529//b2418//b1637//b0403//b0907//b3236//b0861//b0809//b0524//b0595//b4320//b0481//b2515//b2126//b4539//b2916//b1663//b0186//b0092//b3179//b3234//b2714//b2567//b2264//b3642//b1990//b0734//b3306//b4067//b2052//b2536//b2568//b1220//b2312//b3615//b1216//b4301//b4146//b1790//b0873//b2278//b1779//b1100//b1040//b3496//b1808//b0080//b1780//b3430//b3035//b2470//b2836//b1871//b0041//b1707//b3640//b2867//b1139//b3870//b1236//b0465//b4265//b3889//b4323//b3181//b3519//b0220//b2920//b1319//b3643//b3134//b2416//b0924//b2843//b0927//b0721//b3367//b0177//b3746//b0487//b0983//b1826//b3291//b4319//b0124//b2108//b2336//b4239//b3009//b1563//b4394//b1902//b1298//b3470//b3510//b2515//b3672//b1639//b3231//b4031//b1183//b2269//b2502//b3641//b0437//b4082//b0867//b3924//b3680//b0683//b3816//b1552//b1466//b3196//b2032//b0908//b0856//b0195//b1424//b0839//b2774//b0356//b2624//b1917//b2524//b3624//b2422//b3705//b4304//b3010//b2577//b2801//b1805//b2082//b3974//b1696//b1187//b2793//b0035//b1925//hprR//b4138//b0118//b2677//b2519//b2870//b1623//bioD2//b2989//b0850//b0790//b3179//b3463//b3653//b2811//b0090//b1439//b2062//b2061//b0200//b3559//b3017//
GO_0006813_8	b2669//b1639//b3032//b2758//b3133//b0397//b3816//b3064//b0448//b2753//b3900//b3729//b0220//b0314//b0925//b0855//b2425//
GO_0006814_8	b0853//b0741//b0353//rhmD//b0350//b0349//b1131//b4058//b2425//
GO_0006816_9	b3885//
GO_0006817_8	b1557//b1865//b2370//b1395//b3554//b3223//b3401//b3747//b2666//
GO_0006820_6	b0378//b2311//b3152//b1378//b3729//b4357//b1439//b0195//b2324//b1540//b1993//b0738//b0601//b3028//b3430//b3082//b0492//b3310//b3113//b2009//b3264//b3582//b4112//b4029//b2224//b0649//b2129//b1785//b1914//b1987//b1516//b2818//glsA//b1200//b3637//rpnC//b3812//b3816//b1009//b1536//b0721//b0199//b2340//b1199//b0241//b3525//b2415//b1054//b1262//b3463//b1712//b1104//b3809//b3035//b0143//b3883//b2989//b0376//b3580//b4075//b3457//b1186//topAI//b3424//b2493//b3662//b1237//b4075//b0151//b4161//rhmD//b0867//b2278//b3917//b1881//b2891//b3408//b2752//b1651//b4354//b1644//b3060//b1140//b1264//b1592//b1981//b0383//b2844//b2877//b1046//b1290//b2125//b0838//b3165//b4231//b3730//b3251//b0076//b2302//b1738//bioD1//b4190//b2406//b3688//b3667//b3232//b0451//b1900//b1279//b1888//b0696//b1269//b3052//b3686//b0418//b3741//b4041//b0730//b3023//b3604//b3727//b3705//b0674//b1077//glsA1//b3441//b1413//b4213//b3133//b2843//b0074//b3788//b2175//b3926//b0813//b4080//b3744//b3901//b2469//b3064//b2066//b1712//b1513//b0427//b0782//b1676//b1038//b0449//b0480//b2342//b1800//b3203//b3566//b1695//b2991//b1212//b0948//b3945//b1511//b3465//b2029//b3669//b3563//b1925//b4312//b2793//b3062//b1299//b3475//b3271//b3630//b3455//b1489//b3396//b3162//b2165//b0179//
GO_0006821_8	b0611//b2785//b3522//
GO_0006824_8	b3494//b2040//b1089//b3366//
GO_0006825_9	b2559//b2338//b3958//b4245//b0125//b3954//b2193//
GO_0006826_9	b4666//b2828//b4506//b3734//b1018//b0882//b3727//b0210//b2780//b1961//b2105//b1609//b1808//b4668//b0793//b4041//b0988//
GO_0006828_9	b0220//b1618//b3395//
GO_0006829_9	b3390//b0756//b3788//b4028//b3297//b2761//b1467//b0067//b1276//
GO_0006833_6	b3040//
GO_0006835_8	b2027//b0254//b0376//b3816//b3539//b3835//b3309//b4090//b1476//b2414//b1698//b2565//b2024//b1205//
GO_0006836_5	b0139//b0185//b1349//b2180//b4374//b1236//b3072//b2577//b1697//b1394//
GO_0006846_7	b2150//b2779//
GO_0006847_8	b3621//
GO_0006855_6	b3453//b3667//b2376//b2058//b0962//b4014//b3048//b4291//b3149//b3023//b2174//b2673//b3300//b3582//b0420//b1646//b2109//b3917//b4116//b4052//b2740//b0802//b3669//arcC//b4251//b1841//b2748//b3393//b2762//b0047//b3370//b3945//b4031//b0144//b3884//b0443//b1729//b0889//b1053//b3200//b3594//b3359//b3542//b3360//b3359//b3317//b1232//b0981//b1646//b4280//b4123//b0355//b2224//b2518//b0325//b3503//b3928//b2126//
GO_0006857_7	b2767//b2718//b2135//b1791//b0368//b3744//b1807//b2532//b2479//b4095//b0200//b4409//b2987//b0807//b3881//b0241//b2512//b3743//b2312//b0932//b1644//b4138//b1518//b0041//b4255//b1006//b2451//
GO_0006862_7	b3641//
GO_0006863_7	b0810//b0903//b3754//b0363//b0783//b1081//b3875//b2894//
GO_0006865_6	b3289//b3731//b3475//b2702//b2182//b0636//b0136//b3647//b2987//b4172//b0817//b3715//b1081//b2216//b1395//b2477//b3037//b4237//b1329//b1644//b4371//b0004//b4289//b1271//b0779//b3454//b0019//b0010//b0349//b1048//b1022//b0990//b0240//b0161//b0531//b2910//b0026//b0445//b0995//b2282//b3996//b2481//b3715//b1858//b2937//b2257//b3497//b1592//b3609//b2906//b0136//b0900//b3209//b1516//b2705//b2195//b3910//b2538//b1184//b2517//b0043//b1008//b2666//b2387//b2425//b4224//b2209//b2202//b1497//b1187//b1587//b1664//b1602//
GO_0006868_7	b0046//b1089//b3972//
GO_0006869_6	b1481//b3417//b3786//b1260//b1623//b2502//b0750//b3192//b0512//b1060//b0785//b2365//b0465//b2062//b1487//b0102//b1924//b0812//b0214//b1326//b1474//b1176//b1262//
GO_0006873_5	b1917//b2707//b3460//b2754//b1194//b2519//hprR//b2098//b1921//b3226//b4046//b1237//b0920//b3885//b1476//b0171//b3540//b0340//b1884//b2718//b2751//b2277//b0940//b1114//b2831//b3974//b3880//b2167//b0607//b3177//
GO_0006874_8	b3026//
GO_0006875_7	b0220//b0973//b2976//b0876//b0492//b2523//b1914//b3720//b0465//b4231//b2399//b2211//b4403//b0095//b2918//b4415//b2182//b1728//b3306//b4014//b1074//
GO_0006876_8	b0918//
GO_0006878_9	b0312//b0443//b2285//b3447//b4128//
GO_0006879_9	b3885//b0131//b0465//b3438//b1506//b3153//b2082//b0915//b1210//b2600//b2240//
GO_0006880_4	b2831//b1194//b3234//
GO_0006882_8	b2170//
GO_0006883_8	b1163//b4305//b1639//
GO_0006884_4	b2716//b2610//b3509//b2260//b2726//
GO_0006885_9	b4337//b3297//b0853//b0599//b1223//b2705//b0060//b1253//b1125//b1107//b3849//
GO_0006886_5	b3983//b2553//b0466//b2008//b4255//b1191//b1212//b3577//b2370//b0113//b0554//
GO_0006928_3	b4339//b2957//b2903//b3068//b1926//b3805//b0340//b3422//b4174//b2161//b4162//b4025//b1536//b2867//b4386//b1522//b1103//b2556//b1888//b4043//b2993//b2798//b2480//b3224//b1291//b3564//b4401//b3037//b2406//b4359//b1736//b1538//b1211//b3403//b2785//b0472//b3657//b2765//b4166//b3635//b3510//b3654//b0400//b0388//
GO_0006935_4	b0446//b2497//b0393//b4238//b0381//maoP//b3190//b0073//b2029//b2470//b0030//b1663//b2354//b4365//b4351//b0721//
GO_0006950_3	b0151//b3704//b0737//b3544//b4065//b3605//b4586//b2032//b1749//b0644//b2367//b2065//b0043//b1277//b0175//b4089//b2320//b3579//b3252//b0532//b3849//b4067//b1207//b0410//b2078//b3124//b0344//b0842//b3035//b1733//b3465//b3343//b4153//b3857//b3813//b0532//b3288//b4125//b2739//b0627//b1684//b2048//b2092//b2415//yeeL//b4375//b3384//b3899//b4003//b3459//b1959//b0403//b0334//b0175//b1854//b3424//b1800//b0836//b2313//b1334//b1399//b4161//b1912//b3738//b2673//b0882//b2898//b1994//b0025//b0096//b3981//b0852//b0265//b3857//b4479//b0344//b4005//b3576//b2476//b4100//b0803//b2752//b3459//b1223//b0728//b1131//b1766//b3164//b2217//b0003//b2961//b2062//b1176//b1866//b3321//b0146//b2820//b2892//b2174//b4268//b0411//b3908//b4054//b2266//b2845//b4154//b4354//b1384//b0207//b1338//b1588//b1798//b1823//b2067//b1113//b3393//b2529//b3140//b1323//b1370//b0594//b0904//b1312//b1197//b3871//b3413//b0751//b0177//b3725//b1182//b4666//b2867//b3934//mltG//b4099//b0082//b3640//b2538//b1120//b2076//b3124//b2689//b1202//b1878//b0210//b3705//b1327//b1905//b3121//b0737//b2576//b3875//b0937//b4221//b1114//b1927//b1074//b2502//b2906//b3697//b3954//b2231//b3330//b3452//b3256//b2997//b3960//b0797//b0793//b0409//b0766//b3292//b0819//ftp//b4289//b1413//b0550//b4524//b1651//b1071//b1522//b0386//b3884//b0506//b3142//b3994//b3942//b2760//b3021//b3609//b4312//b0340//b2157//b2132//b4409//b0096//b2435//b2699//b4389//b1696//b1054//b3178//b3052//b1234//b3551//b3464//b1411//b0573//b3786//b1447//b4356//b1618//b1838//b0064//b2939//b3929//b3738//b2075//b0210//b0914//b0918//b3857//b3326//b0827//b3899//b4147//b1829//b2717//b2818//b0856//b1216//b0377//b3634//b1970//b2556//b2813//b1466//b0905//b3180//b3046//b0299//b2308//b2712//b0534//b0958//b3073//b1215//b3957//b1530//b3774//b3486//b4113//b4171//b0460//b3712//b4261//b0996//b3499//b1277//b0593//b2979//b2666//b0405//b2760//b1826//hiuH//b3316//b1245//b0334//b3020//b2821//b0068//b2235//b0539//b4258//b1960//b2147//b2182//maoP//b2627//b0151//b1128//b0425//b2163//b1676//b1639//b3885//b2297//b1096//b2105//b1071//b0578//b2060//b3571//b3887//b1809//mltG//b3116//b3182//b1902//b0854//b3939//b1166//b0048//b0844//b0424//b3534//b0118//b2870//b1086//b0054//b4018//b4249//b1389//b0315//b1800//b4230//b2820//b1114//b3915//b1061//b4207//b3414//b2368//b2938//b2757//b0006//b0988//b3875//b4130//b0110//b1188//b0365//b3661//b3265//b2367//b3175//b1858//b1119//b2303//b0369//b2338//b1637//b2947//b0589//b3612//b1588//b3216//b1324//b0576//b2921//b2523//b0273//b0151//b3887//b2707//b2494//b2451//b0305//b1326//b3788//b3438//b0473//b2512//b2511//b3790//b4401//b1985//b3941//b0072//b3569//b0382//b2057//b0241//b3623//b2793//b3221//b4155//b3584//b2753//b3900//b1656//b1745//b0473//b3732//b3426//b3954//b3787//b3190//b0980//b1211//b1210//b0428//b1767//b2515//b0945//b2716//b2735//b0298//b4132//b2738//b1536//b1133//b1617//b0914//b4081//b3206//b1421//b1818//b3850//b1698//b4136//b0975//b4166//b2518//b3863//b2740//b2336//b2767//b0679//b0853//b2511//b3037//b3991//b2224//b0095//b3889//b2597//b2451//b2536//b4520//b2568//b2048//b1913//b0875//b0914//b2458//b4146//b3625//b0189//b3585//b3292//b3082//b1210//hprS//b4550//b2481//b0630//b2498//b4241//b4093//b2904//b2458//b2870//b0680//b1644//b3883//b1395//b1363//b3709//b4128//b0850//b3228//b3850//b2308//b3265//b2799//b0543//b2634//b3554//b0314//b3928//b2476//b0378//b3494//qorA//b3493//b3312//b3190//b2335//b4421//b1487//
GO_0006952_4	b4014//b3074//b3132//b4252//b1380//b2165//b2368//b1741//b2029//b4090//b3469//b0264//
GO_0006970_4	b1059//b0397//b3825//b0410//b1695//b0441//b3883//b3290//b0714//b1552//b4309//b0175//b1718//b4085//b0847//b3342//b0628//b2726//b2311//b1499//b0770//b3974//b3823//b2759//b3422//b0004//b0918//b0098//b0328//b3319//b2627//b2164//b2870//glsA1//b0650//b2564//b0031//b4201//
GO_0006972_5	b2955//b3836//b3710//b0410//b2316//b3428//b1069//b3308//b3568//b3068//b2245//b0097//b2604//b1306//
GO_0006974_5	b1637//b2217//b3310//b0268//b4319//b3266//b1695//b2364//b2819//b0481//b1812//b3167//b1110//b1288//b2111//b1885//b2837//b4464//b2294//b3564//b2154//b1766//b0183//b1863//b1206//b1895//b2957//b4365//b3083//b1967//b2716//b4243//b2567//b0997//b2140//b4366//b4173//b0584//b0403//b1280//b0511//b1886//b2842//b2827//b2557//b2907//b4384//b0867//b0026//b4378//b3514//b0588//b3476//b2215//b1450//b3966//b3577//b2196//b0179//b0742//b0968//insI4//b4353//b1257//b0960//b1141//b1450//b0072//b4349//b0311//b3222//b4138//b1917//b1175//b0089//b0174//b2022//b1501//b0982//b3517//b4138//b2069//b1269//b3939//b0098//b1569//b3486//b1612//b3143//b3743//b3232//b3499//b1959//b4225//b2096//b2465//b1998//b1278//b1025//b2049//b2975//b3321//b3191//b3311//b3585//b2424//b3203//b0348//b3950//b2536//b2096//b3563//b2819//b3261//b0624//b0090//b1538//b0823//b3735//b2527//glsB//b2514//b0062//b0602//b3161//b1163//b2406//b0566//b1349//b0208//b2130//b1707//b3173//b2620//b0215//b1990//b1682//b0041//b3268//b0957//b2793//b0315//b2011//b0440//b1117//b0073//b1199//b3516//b2058//b4175//b3117//b1207//b3025//b1259//b0103//b4365//b1275//b2430//b2378//b2706//b2961//b1597//b2762//b1292//b2566//b0805//b2248//b4465//b2131//b0819//b0956//b2927//b2068//b2310//b2469//b2753//b1973//b3441//b2196//b2502//b4289//b3047//b2069//b2877//b0124//b2483//b0125//b3129//b0484//b0232//b1922//b2524//b3006//b4147//b3697//b1348//b2750//b2834//b0357//b2827//b3291//b0840//b3198//b0887//b4209//b3460//b4321//b2336//b1595//b0232//b0824//b0188//b3181//b1206//b2400//b0463//b2060//b3128//b1427//b2619//b3481//b1158//b0450//b3903//b2963//b2248//b2008//b0383//b3331//b3145//b0863//b1606//b3204//b1833//b4033//b3438//b2557//b2010//b4306//b1376//b1122//b1917//b0299//b0724//b1853//b4039//
GO_0006979_4	b2048//b1874//b3353//b3451//b1101//b0141//b3753//b1226//b1265//b1058//b0040//b1857//b4388//b0804//b1879//b3144//b0997//b3849//b2965//b0933//b1649//b2074//b4365//b0911//b2296//b0960//b1801//b1830//b1849//b3549//b1920//b0490//b4125//b3124//b0239//b2052//b2614//b3750//b2290//b0115//b3526//b0343//b2520//b4347//b0779//b2669//b0590//b1394//b3690//b4321//b2976//b1220//b1109//b3875//b3772//b2979//b1072//b2114//b1066//b4120//b0781//b2785//b1833//b1109//b3331//b2136//b2553//b1162//b2991//b0920//b1853//b0225//b1870//b2438//b3262//b4071//glsA2//b0518//b3918//b4065//b1563//b3940//b2891//b0805//b2698//b3519//
GO_0006986_5	b2752//b1241//b2731//b0096//bioD2//b0920//
GO_0006995_6	b1497//b4389//
GO_0006996_4	b3250//b3718//b0422//b3005//b2406//b2729//b2146//b1661//b4299//b4137//b2729//b1202//b0599//b1851//b2011//b1953//b3279//b1961//b0425//b2289//b4152//b2673//b0874//b2027//b1973//b2577//b0930//b3672//b2130//b2913//b0049//b0074//b2580//b2364//b1611//b2206//b0657//b2015//b3842//
GO_0007010_5	b2837//
GO_0007059_3	b3410//b4178//b2477//b2696//b0311//b2481//b2437//b3300//b2069//b4300//
GO_0007062_4	b2630//b3667//b0121//b0197//
GO_0007154_3	b2005//b0809//b4240//b3603//b3178//b0998//b2098//b2812//b1738//b3542//b0428//b3190//b3574//b2739//b2209//b0513//b2971//b4019//b3496//b1377//b0723//b3514//b0210//b1207//b3749//b1967//b0507//b4376//b3690//b1723//b0051//b0083//b4550//b1851//b0066//b0531//b3659//b2755//b0334//b0007//b0084//b1905//b3709//b2203//b0159//b4084//b0443//b1010//b0207//b2048//b3991//b1552//b0997//b4290//b3170//
GO_0007155_3	b3093//b2202//b3251//b1114//b4174//b2451//b3326//b0260//b4392//b0870//b0208//b0177//b0355//b4139//b1279//b3542//b1748//b0095//b0692//b3962//b3349//b3392//b3071//b3393//insI3//b1660//b2105//b3747//b3308//b1786//b2933//b1441//b1832//b1421//b2240//
GO_0007163_3	b4506//
GO_0007165_3	b0629//insI4//b3281//b0438//b1394//b3385//b2791//b0881//b2004//b1125//b1994//b0276//b1174//b1335//b2727//b2496//b1212//b1973//b2209//b4235//b4314//b3047//b0751//b1959//b0954//b2617//b3360//b2758//b3800//b3204//b1236//b3683//b4477//hprR//b3392//b0764//b2789//b0813//b0149//b0041//b2839//b0979//b3726//b2316//b4213//b3748//b0824//b0426//b4016//b2415//b4347//b2907//b3095//b0783//b0598//b2799//b2883//b3364//b2754//b0697//
GO_0007166_4	b1853//b1781//b2508//b0968//
GO_0007215_5	b1199//b4207//b3717//b3390//
GO_0007231_4	b0553//
GO_0007234_5	b0399//
GO_0007267_3	b0875//b1038//
GO_0007346_6	b1243//b1945//b4687//
GO_0007584_4	b1637//b1593//b3063//b2830//
GO_0008033_9	b1399//b1732//b0564//b1677//b3438//b3064//b4501//b2483//b2560//b0526//b1488//b0273//b4313//b2510//b2964//b4313//b4428//b2992//b3170//b1045//b1489//b1748//b1234//b0312//b2701//b3524//b3879//b0649//b2540//b3423//b2527//b3902//b4004//b4391//b3298//b0194//b2667//b4323//b2964//b3169//b0507//b0588//b3010//b4174//b1260//b4359//b2282//b0518//b1226//b2100//b0093//b0019//b1621//b1090//b4020//b1198//
GO_0008104_4	b4298//b1198//b0355//b1047//b4040//b3414//b0103//b2344//b0406//b3127//b1349//b4392//b3507//b0431//b2442//b2344//b2103//b2520//b1736//b0938//b4637//b1274//b1101//b3702//b1531//b3726//b4084//b2438//b4131//b2810//b0144//b0447//b3408//insI4//b1410//b0928//maoP//b4480//b1079//b3842//b0331//b2069//b0475//b2521//b2362//b2610//b3592//b2312//b2615//
GO_0008156_8	b3876//b2132//b2748//b0070//b2218//b0491//
GO_0008202_5	b3724//
GO_0008206_5	b3559//
GO_0008213_7	b2896//b0446//b4059//b2378//b2918//b1024//b3501//b2539//
GO_0008216_5	b4269//b4169//b3216//
GO_0008219_3	b0446//b2374//b1212//b3935//srkA//b0652//b2143//b0847//b0728//b0526//b3943//b1237//b2153//b0619//bioP//
GO_0008272_6	b1123//b2729//b1698//b3375//b2580//b3296//b1998//
GO_0008295_6	b1955//b2406//b2524//
GO_0008299_5	b3310//b0634//b3047//b2976//b1284//b3493//
GO_0008360_4	b4485//b3067//b1411//b0939//b0311//b1580//b4129//b4151//b0530//b2407//b2512//b0896//b3590//b3185//b0709//b0586//
GO_0008361_5	b0929//b4202//b2027//b0940//b4421//
GO_0008380_8	b0051//
GO_0008610_5	b4083//b0783//b3599//b1290//b3498//b1468//b2336//b2194//b3974//b0637//b1304//b3163//b4064//b1658//b1732//b0093//b3927//b0639//b1922//b1994//b4602//b2813//b0509//b3972//b1570//b0607//b4347//b1832//b2892//b0972//b2184//b4367//b3847//b2193//b2542//b3959//b4377//b3367//b4316//b2784//b2130//b0125//b4613//b2891//yjgX//b3784//b3261//b1824//b0694//b0263//b2367//b4359//b3130//b2924//b1377//b2492//b2975//b0840//b0591//b3177//b0875//b1145//b3700//b1741//b4198//b3740//b1819//
GO_0008614_5	b0957//b3928//b0675//b0967//b3313//b0090//b3247//
GO_0008615_6	b0857//b3461//b3685//b0066//b4099//b0870//b3368//
GO_0008616_8	b2282//b2761//b1849//b4668//b3422//b3933//b4039//
GO_0008617_9	b0910//
GO_0008643_6	b0009//b2004//b4232//b2216//b2742//b0446//b2148//b1285//b2755//b3725//b2690//b4316//b3973//b3688//b2837//b3244//b0642//b0978//b0940//b2217//b3577//b0006//b2870//b2385//b2755//b3891//b0312//b2308//b3714//b3895//b2510//b0343//b3631//b0009//b0159//b2821//b1013//b1615//b1327//b0915//b4050//b1790//b1385//b0041//b1748//b0470//b2622//b4114//b3857//b4209//b1384//b1227//b4532//b2167//b1433//b3880//b1069//b2991//b3933//b2787//b0630//b3704//b1312//b0440//b1920//b1477//b1447//b4028//b0902//b3708//b2481//b0508//b0451//b3666//b0092//b1478//b2574//b3128//b2196//b3192//b0261//b2779//b2510//b3169//b0932//b4075//b1819//b4149//b2451//b0904//b0028//b4539//b3061//b2838//b3185//b0890//b1174//b3957//b2469//b1702//b2015//b3223//b0739//b3965//b1082//b1580//b3517//b4194//b4197//b3447//b1116//b4075//b4075//bioD2//
GO_0008645_8	b4384//b4554//b0893//b2867//b0601//b2916//b0583//b3517//b0104//b0265//b1854//b2284//b1832//b3846//b3707//b2726//b0032//b4085//b0636//b3966//b3084//b2727//b3546//msrQ//
GO_0008652_5	b2777//b3431//b0733//b3196//b4353//b3558//b1118//b2907//b0211//b2679//b4375//b3132//b3866//b2702//b3517//b3682//b2706//b4474//b2180//b0728//b2539//b3305//b4161//b4159//b4372//b0428//b3615//b0408//b2476//b0212//b3408//b1653//b1352//b1393//b2601//b3724//b0006//b0467//b2381//b2871//b0095//b3683//b0418//b0166//b3399//b2710//b2610//b1557//b3600//b0827//b1766//b2519//b4265//b1595//b0807//b0850//b4242//b1314//b2538//b0484//b0824//b1728//b0798//b2748//b4297//b2930//b3867//b2252//b3641//b1398//b2611//b0184//b1863//b3082//b4231//b1927//b3241//b4152//b0975//b4089//b4043//b0076//b3068//b1827//b1264//b3672//b1534//b3541//b3880//b0464//b4143//b0411//b0723//b1987//topAI//b2207//b4613//b3279//b2811//b3522//b2057//b1682//b0982//b4322//b0393//b1973//b0910//b3737//b3006//b3464//b1842//b2078//b3161//b3843//
GO_0008653_5	b4115//b2813//glsA1//b3668//b0820//b1104//b4142//b2718//b0479//b3513//b2665//rpnC//b1314//
GO_0008654_5	b3501//b1330//b1513//b0838//b1743//b2492//b0832//b2277//b0956//b1086//b1278//b3957//b1008//b3639//b4306//b0970//b0925//b4085//b2942//b3722//b3008//b2718//b4154//b0355//b3241//b4015//b3911//b4101//b2290//b1550//b1344//b4299//b4000//b3462//b1386//
GO_0008655_5	b0470//b1307//b0490//b3047//b4148//b3404//b2584//
GO_0009050_6	b2608//b2378//
GO_0009052_6	b3190//b3454//b3582//b3863//b0517//b4501//b0724//
GO_0009056_3	qorA//b2219//b3893//b2334//b2311//b2202//b2712//b2058//b3165//b1071//b1025//b2659//b0954//b1010//b3139//b2935//b1244//b3006//b0933//b3929//b1434//b0009//b0573//b0054//b2811//b3394//b1394//b0048//b3630//b0812//b1307//b3752//b1479//b3982//b4078//b0225//b2930//b0732//b2631//b4321//b3791//b0215//hxpB//b1441//b3169//b1262//b4154//b1066//bioD1//b2877//b0155//b1040//b3304//b3735//b0839//b2150//b0036//b1828//b0639//b1201//b1711//b3126//b2383//b3809//b3050//b1563//b0086//b2710//b4380//b3125//b2558//b4388//b3163//b2516//b3344//b1920//b2743//b3458//b1133//rhmD//b0911//b1552//b1709//b2155//b2477//b3094//b1293//b3253//b1072//b4478//b1881//b1655//qorA//b3238//b3006//b1294//b1886//b1610//b3066//b1096//b2707//b3092//b3178//b4141//b3264//b1552//b3525//b0409//b1939//b2896//b2781//b0592//b0912//b0300//b2177//b0400//b0316//b0160//b2149//b3486//b0937//b3584//b0168//b0990//b1450//b3170//b1062//b0881//b3689//b2516//b0793//b1133//b0598//b3869//b3769//b2958//b0680//b0388//b3212//b4662//b2135//b1681//b0413//b2110//b1723//b2269//b1564//b1870//b1280//b0683//b4240//b2285//b3828//b3021//b0998//b1380//b3699//b4074//b1807//b2802//b1122//b3252//b3405//b1530//b1786//b1978//b3953//b0261//b2491//b0135//b2889//b0750//b3311//b0521//b0576//b3783//b4401//b1621//b2406//b1981//b2779//b3464//b0239//b0192//b1728//b3391//b1536//b1104//b4118//b3417//b1377//b2268//b2835//b2425//b0350//b2957//b1732//b1245//b1386//b3559//b1124//b1905//b2972//b3050//b1413//b0480//b3319//b2211//b4237//b1047//b0939//b4392//b4196//b2236//b2709//b3229//b2199//b3822//b0160//b1129//b1704//b3181//b2066//b3126//b4203//b3522//b0823//b0571//b0953//b4513//b1377//b4190//b0566//b3409//b0405//b4043//b2614//b1088//b3566//b1564//b0281//b4269//b2252//b2183//b1682//b2509//b3309//b0942//b3724//b2743//b2600//b0584//b0323//b0595//b0182//b4222//b2208//b3460//b1199//b3266//b0131//b3011//b0583//b3620//b1681//b1859//b0300//b0953//b3469//b3973//b4083//b3985//b3888//b0765//b1709//b0967//b0957//rpnD//b4069//b0947//b3901//b4118//b0265//b2178//b1297//b1888//b2945//b0782//b0959//b1921//b2040//b3063//b2800//b3498//b3442//b3478//b0796//b2269//b1684//b0826//b1269//b1397//b0009//b3526//b4485//b4099//b0082//b3917//b1769//b3105//rpnD//b1276//b2699//b1518//b3672//b2821//b2011//b1809//b2215//b3341//b3949//hiuH//b3783//b3313//b3237//b2916//b3259//b0777//b3327//b1186//b0930//b3256//b4238//b2519//b3989//b1481//b2907//b2326//b2662//b0303//b0049//b0948//b2196//b3188//b3683//b3597//b3701//b4324//b3670//b0353//b3906//b1945//b3513//b1429//b2838//b0875//b0624//b3375//b2144//b1761//b1404//b4479//b1119//b1377//b3011//b4130//b3046//b2620//b1133//b2441//b2871//b1263//b3683//b1080//b0328//b4378//b3943//b2411//b0756//b0176//b0231//b2111//b2011//b0061//b2925//b0857//b2027//b0337//b1072//b2597//b0571//b0071//b4299//b3507//b1107//b3845//b2005//b3404//b2683//b2981//b1326//b4000//b3676//b2212//b1262//b1753//b3336//b1209//b3897//b2318//b2800//b3720//b0873//b3451//b0440//b0421//
GO_0009057_5	b1918//b0974//b3633//b0571//b0136//b1496//b2100//b2217//b3916//b1259//b3355//b3804//b3554//b4289//b1107//b2423//b0464//b4316//b2020//b0138//b2542//b3562//b3144//b3115//b2418//b4077//b0811//b0882//b1449//b0049//b2292//b0650//b2428//b0480//b0260//b1772//b4092//b3360//b3605//b3060//b2530//b3833//b2009//b2731//b3297//b1139//b0531//b1656//b3932//b4373//b3452//b3960//b2020//b3640//
