#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct 10 15:03:56 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/datasets_bnumbers/gos_bnum.txt
GO_0000018_7	b0972//b1692//xisR//b2897//
GO_0009117_6	b1976//b0593//b3703//b1925//b0861//b2767//b2544//b1266//b1522//b1914//b2028//b3828//b2745//b4386//b0264//b0907//b4386//b2481//b2798//b1247//b0312//b3050//b1728//b0828//b2806//b1854//b0627//b3478//b2955//b3019//b1525//b1337//b2627//b1884//b4374//b3816//b2560//b3178//b3318//b2995//b2121//b3073//b4230//b0637//b3394//b0642//b3140//b3185//b4092//b1247//b2378//b4255//b2136//b2380//b1105//b3271//b1176//b0185//b3524//b2154//b3911//b1780//b4111//b3169//b2554//b0059//b2806//b1732//b1804//b1709//b4478//b2023//b3139//b3822//b3546//b2477//b4477//b0783//b0575//b2098//b2329//b3064//b2287//b1918//b3653//b1341//b2027//b3389//b3052//b3832//b0152//b4384//b3477//b1973//b3520//b3648//b2575//b4141//b3636//b3746//b0060//b3170//b1664//b3982//
GO_0009119_6	b3543//b4203//b4484//b1619//b2818//b3641//b4468//b1313//b2548//b3228//b3581//b0481//b2786//b0284//b3258//b1226//b1194//b0339//b0586//b4510//b3061//b3780//b1508//b2689//b1678//b4378//b4480//b0577//b2806//b2169//b3367//b0479//b1247//b4201//b1787//
GO_0009120_6	b3745//b2253//b0177//b3289//
GO_0009123_6	b4152//b3413//b0023//b0661//b0920//b2198//b4171//b4666//b2727//b1101//b1290//b0346//b0426//b3751//b4471//b2838//b0096//b2329//b0443//glsA//b2312//b1025//b0531//b0557//b0948//b0596//b2256//b0850//b1579//b4231//b3375//b0873//b4668//b1285//b2234//b2486//b3746//b3169//b0068//b1713//b0838//b3701//b2708//b3659//b0914//b0708//
GO_0009124_7	b0497//b0920//b4222//b1042//b0911//b4393//b2366//b2183//b0570//b0026//b3303//b1281//b3410//b3519//b3234//b0771//yjgX//b0878//b4586//b0754//b4064//b1914//b1271//b1238//b1888//b0925//b4197//b1238//b3823//b2739//b1236//b0344//b0794//b0766//b2789//b3891//b1412//
GO_0009125_7	b3846//b4513//b3228//b1392//b0509//
GO_0009126_7	b3180//b0284//b0268//b2525//b3181//b0388//b1467//b3310//b2976//b0092//b4146//b1701//b1778//b3409//b4070//b0404//b2508//b3297//b1842//b1090//b1377//b0577//b2554//b1879//b3909//b4471//b2724//b2167//b2869//b3300//b2797//b0357//b2296//b1194//
GO_0009127_8	b1724//b0367//b1116//b0943//b0028//b2024//b2992//b0197//b4363//b1584//b0571//b0034//b2218//b3974//b0030//b0860//b1034//b3230//b0096//b3597//b2291//b3671//b0138//b0535//b4554//b0393//b3744//b4198//b4361//b2701//
GO_0009129_7	b0677//b3253//b2058//b4161//b1956//b1897//b1011//b4383//b3301//b2022//
GO_0009130_8	b0997//b2980//b1492//b0605//b1276//
GO_0009131_8	b3604//b2914//b2028//b3700//b3728//
GO_0009132_6	b3326//b3185//b4399//b3226//b3577//b1886//b0031//b2587//b1694//b4559//b1493//b2057//b0995//b3161//b1277//b2185//b0445//b0437//b1713//b3357//b3142//b0798//b3996//b3829//b2255//
GO_0009133_7	b1864//b3962//b2108//
GO_0009135_7	b3441//b0152//b1320//b2734//b2571//b2704//b0031//b1393//b1925//b2022//b4315//b2630//b0804//b2888//b0819//b2580//b0722//b0618//b0583//b2458//b0551//b2029//b2601//
GO_0009136_8	b0450//
GO_0009138_7	b4031//b3258//
GO_0009139_8	b0226//b1215//
GO_0009141_6	b0188//b1587//b4380//b0143//b0528//b4071//b4409//b3514//b1827//b2687//b0993//b4398//b2822//b3928//b3082//b0483//b2906//b2560//b3616//b2690//b1621//b2998//b1808//b2546//b2389//b2870//b0435//b0734//b0591//b3389//b2091//b2628//b4377//b1450//b0238//b3554//b4064//b3357//
GO_0009142_7	b3718//b2865//b1123//b1410//b3836//b3881//b2177//b2715//b3883//b1737//b0767//b0096//b2525//b4356//b3146//b3178//b3259//b2703//b1086//insI3//b3579//b2640//b3364//b4016//b4266//b0294//b2684//b1655//
GO_0009143_7	b0938//b0212//b3633//b2150//
GO_0009144_7	b2751//b1299//b1550//b3510//b0718//b4026//b3199//b0589//b0539//b0979//b0195//b2366//b1741//b2038//b0418//b1054//b1253//b1818//b0653//b4506//b2906//b0334//b3290//b2597//b2888//b2573//b0988//b2267//b2425//b2103//b3594//
GO_0009145_8	b1250//b0096//b1905//b3316//b3966//b2939//b2792//b0404//b3143//b0062//b3475//b3244//b2111//b1856//b2429//b2091//b2546//b2477//b3809//b0785//b3361//b0570//b0461//
GO_0009146_8	b3744//b0679//
GO_0009147_7	b2539//b0024//b3775//b1619//
GO_0009148_8	b1319//b3985//
GO_0009149_8	b3366//b3330//
GO_0009150_7	b0576//b1387//b1852//b3935//b0299//b0436//b0466//b2287//rpnB//b1234//b0268//b2289//b0612//ftp//b1334//b3932//b0928//b2669//b1473//b2580//b3829//b3357//b2627//b0085//b3501//b3320//b2307//b3172//b0156//b1012//b1021//b2980//b2744//b1622//b0394//b1117//b3775//b0429//b1625//b3846//b2246//b3170//b2765//b4036//msrQ//b3041//b3713//b3775//
GO_0009151_7	b1037//b2338//
GO_0009152_8	b1692//b1262//b2436//b4637//b1590//b0381//b3729//b3720//b3363//b2758//b3221//b0024//b2242//b4026//b0887//b1025//b0437//b4327//b2800//b4106//b1805//b1786//b0683//b3690//b3319//b0171//b1646//b4003//b2838//b1116//b0545//b1175//b1050//b3290//b1119//b2921//b2292//
GO_0009155_7	b2558//b0642//
GO_0009156_8	b1235//b4159//b3339//b3137//b0755//b0874//b4054//b1112//b1832//b2844//b1343//b4101//b1084//b1090//b4154//b2027//b2914//b2196//b2378//b1642//b0265//b2219//b1343//b0680//b0311//b1472//b0940//b2817//b2376//b4501//b1279//b0912//b3365//
GO_0009157_8	b0595//b4240//b1564//b0741//
GO_0009158_8	b0067//b2029//b3736//b1735//rpnA//
GO_0009161_7	b0284//b2041//b2004//b4666//b0724//b0604//b2282//b2284//b2617//b0388//b1188//b3200//b0127//b3780//b1341//b2197//hprS//b3728//b3956//b2060//b1499//b3790//b2437//b4149//b0415//b1441//b0633//b0487//b0029//b0708//b1698//b2199//b3208//b2682//b0417//b1166//b4565//b2839//b3720//b3243//b4346//b3824//
GO_0009162_7	b2179//b2074//b0194//b1838//
GO_0009163_6	b3585//b2537//b0009//b0066//b0365//b2515//b1363//b3966//b2892//b3289//b1084//b1188//b0261//b3094//b4073//b0140//b1186//b3727//b1206//
GO_0009164_6	b0139//b1724//b1745//b2525//b3816//b0792//b3591//b0678//b4046//b2339//rpnA//b2412//b3296//
GO_0009165_7	b3438//b2992//b1702//b2806//b4151//b0628//b1465//b4290//b3023//b0551//b4662//b2843//b2929//b0393//b3706//b0084//b1832//b4300//b3918//b3083//b1109//b1597//b3145//b3037//b2828//b0592//b0344//b1507//b2224//b1236//b3688//b0174//b1809//b0775//b3657//b0678//b3413//b1951//b2565//b1688//b0401//b4554//b3659//b2388//b0613//b3601//b0554//b3998//b3110//b2307//b3394//b1192//b2975//b2797//b4043//b0475//b3661//b0873//b2836//b2107//b4168//b2794//b2919//b1925//b2874//b2954//b3846//b0419//b2147//b3900//b0683//
GO_0009166_7	b2552//b0337//b4043//b4326//b4095//b2478//b2068//b0914//b1189//b3910//b3571//b1501//b1512//b0679//b0483//b2962//b2175//b2161//b1913//b0998//b0060//b0846//b3339//b1851//b0835//b1109//b3094//b0172//b1245//b2161//b0102//
GO_0009167_8	b0831//b0930//b2976//b3288//b1835//b0004//b1753//b4119//b2316//b4201//b2675//b2580//b3041//b4351//b1638//b4083//b1375//b3553//b0143//b3050//b1344//b4130//b1188//b4225//b3177//b3350//b0176//b3734//b1288//b2972//b1271//b2074//b2579//b2318//
GO_0009168_9	b0414//b0956//b2121//b1286//b3904//b1386//b1939//b3942//b0718//b0026//b0879//b3367//b0394//b3709//b0611//b2616//b1184//b2708//b0940//b0947//b2344//b0590//b0444//b0805//b0127//b4052//b0207//b0722//b0591//b3149//
GO_0009173_8	b1961//b4324//b1956//b3911//b4618//b0933//b4221//
GO_0009174_9	b1343//b2370//
GO_0009175_9	rhmR//b3623//b3744//b1236//b2503//
GO_0009176_8	b3141//b2792//b1378//
GO_0009177_9	b3410//b1104//b2134//
GO_0009179_8	b3064//b2577//rpnC//b4025//b3850//b1112//b3906//b1741//b1105//b0336//b0571//b0170//b4064//b4354//b1022//b4249//b3083//b1988//b4143//b1253//b1421//b4317//b1178//
GO_0009180_9	b1339//
GO_0009185_7	b2677//b1644//b4682//b4305//b2527//b4144//b3502//b3563//b2664//b3417//b0783//b4662//b1089//b2350//b2714//b2422//b4290//b3363//b3084//b2219//b3924//b4374//b2380//b0337//
GO_0009186_7	b0957//
GO_0009187_7	b0383//b4197//
GO_0009188_8	b2751//b3475//
GO_0009189_8	b0182//
GO_0009190_8	b3729//b4375//
GO_0009193_8	b1595//
GO_0009194_9	b3499//
GO_0009196_8	b2276//
GO_0009197_9	b4192//
GO_0009199_7	b1077//b1917//b0065//b2283//b2536//b4043//b4251//b0334//b4219//b1697//b0776//b4113//b1292//b1100//b2506//b4539//b2011//b0762//b0231//b4071//b0062//b3657//b0857//b3624//b4467//b3281//b2965//b2201//b1342//b0588//b0083//
GO_0009200_7	b2148//b0315//b1520//b1086//
GO_0009201_8	b0508//b4394//b0959//b2069//b1920//b0512//b3520//b3765//b1090//b0644//b3522//b2060//b2913//b0200//b1129//b0750//b0184//b3177//b1338//b3229//b2294//b2438//b1224//b3162//
GO_0009202_8	b2277//
GO_0009203_8	b1588//
GO_0009204_8	b1048//b0071//b0432//
GO_0009205_8	b1756//b4366//b1853//b3185//b3916//b1636//b3597//b0530//b3457//b3116//b1349//b3390//b3719//b0727//b2292//b3892//b0807//b0110//b1096//b0329//b2566//b1711//b4279//b2429//b4415//b1288//b0728//b1186//b3074//
GO_0009206_9	b0874//b4224//b4166//b4554//b1550//b0789//b2925//b1599//b3736//b1681//b2561//b2892//b2174//b3789//b1370//b0516//b4067//b0652//b0896//b4117//b4141//b4100//b1024//
GO_0009208_8	b0406//b3224//
GO_0009209_9	b0722//
GO_0009210_9	b1185//
GO_0009211_8	b0870//b0072//b3024//
GO_0009212_9	b1829//
GO_0009213_9	b2306//b2674//
GO_0009215_8	b0404//b0659//
GO_0009217_9	b0066//b2581//
GO_0009218_7	b2243//b2076//b1728//b1264//b2263//b3629//b3261//b0080//b3252//b0134//b2267//b1749//
GO_0009219_7	b2333//b3872//b3866//b1594//b4702//
GO_0009220_8	b2067//b3110//b1849//b1881//b1780//b1445//
GO_0009221_8	b3458//b0415//b0022//b4258//
GO_0009222_7	b2323//b3630//b3318//b0918//b3960//b1086//
GO_0009223_7	b4363//b2339//
GO_0009224_9	b3990//b2146//
GO_0009225_5	b3178//b2777//b0732//b1035//b2213//b1866//b1809//b1407//b1466//b2060//b1049//b1776//b4269//b1101//b2753//
GO_0009226_6	b0007//b0046//b0970//b0433//b3126//b3181//b2154//b1280//b0509//b4082//b2531//b3128//b3693//
GO_0009228_7	b1832//b1197//b2661//b2078//b2538//b2342//b4041//b4195//b4246//b4099//
GO_0009229_6	b2413//b3479//
GO_0009231_6	b1207//b1703//b3501//b4187//b3048//b2630//b0410//
GO_0009233_6	b0121//b1748//b1047//b3454//b3034//b0839//b4100//b0517//b2159//b3983//
GO_0009234_7	b2964//b1277//b1053//b4409//b3130//b2438//b2662//b0826//b0446//b0197//
GO_0009235_5	b1538//b2327//b1015//b1712//b3130//b0608//
GO_0009236_6	b2532//b1199//b0601//b1237//b1432//b0638//
GO_0009237_4	b4093//b4312//b2392//b4471//b1534//b1761//b3456//b1618//b2379//
GO_0009238_5	b3732//b3933//b3919//b1635//b1244//b2155//b2177//b1718//b0423//
GO_0009239_6	b0027//b3359//msrP//b2877//b2416//b1522//b0809//b1636//
GO_0009240_6	b1973//b3082//b2435//b0629//b0741//
GO_0009242_6	b0411//b1246//b3895//b3228//b0587//b0657//b3787//b3268//b0028//b4326//b1292//
GO_0009243_7	b1653//
GO_0009244_7	b1086//b2015//b0634//b1048//b3624//b2677//b3005//b0098//b3310//b0900//b1680//b1023//b2135//b3949//b1247//b2546//b0543//b1250//b2712//b1973//b1433//b1580//b2839//b0318//b0484//b1987//b4398//b1107//b0166//
GO_0009245_6	b3701//b4476//b1244//b3543//b1221//b3124//b0875//b3062//b0829//b3441//
GO_0009246_6	b4280//b0207//b1320//b2705//b0557//b0123//b4152//b2163//b3554//
GO_0009247_6	b4314//b2704//b1887//b2169//b0733//b4318//b4323//b1327//b3300//b3117//b2301//b3577//
GO_0009249_6	b0443//b1916//b1071//
GO_0009250_7	b0340//b3738//b0422//b2733//b3686//b1132//b3931//b1603//b1411//b4480//b0452//b1478//b2111//b1824//
GO_0009251_7	b3196//b0441//b3121//b3882//b0087//b2995//
GO_0009252_7	b1215//b3819//b2836//b2276//b0695//b3247//b1303//b2675//b2209//b4705//b4326//b2065//b0417//b2416//b4090//b1113//b2224//b4313//b2009//b1987//b0524//b0629//b3889//b3838//b1075//b0988//b3180//b4479//b1333//b2808//b3406//b0144//b0717//b1508//b2042//b3982//b2512//b0437//b2512//
GO_0009253_8	b4124//b4312//b4392//b0968//b2537//b0516//b2386//b2845//b3155//b0820//
GO_0009254_8	b3709//b3005//b3070//b1505//b2777//b3779//b0134//b2370//b3185//b4113//
GO_0009256_7	b4299//b2147//b4317//b3738//
GO_0009257_8	b3057//b3741//b3326//b2934//
GO_0009259_6	b0106//b1603//b2129//b3807//b4117//b0254//b3635//b1864//b0790//b4314//b4353//b3519//b3604//b2756//b0383//b1122//b3428//b1895//b2933//b2921//b3917//b1653//b0053//b1513//b2606//yjgX//b0215//b3143//b0446//b1780//b1865//b3507//b4072//b2577//b3046//b3282//b1348//b2735//b2905//b0575//b2972//b3213//b1009//b4225//b3442//b1822//b0943//b0115//b1473//b3894//b0904//b4221//b0272//b0655//b0014//b3881//b0694//b0104//b3028//b4092//b0796//
GO_0009260_7	b4119//b3749//b3838//b4196//b0095//b2667//b1132//b3657//b0741//b2834//b4055//b0931//b2267//b2595//b0400//b0852//b2794//b0655//b0316//b3875//b3734//b3243//b0817//yeeL//b3688//b2897//b1683//b2963//b3304//b0369//b1010//b3021//b1280//b4315//b1314//b0020//b2889//b2831//b4187//b0429//b1736//b1801//b4119//b2559//
GO_0009261_6	b2566//b1635//b2734//b3871//b1334//b1682//
GO_0009262_5	b1733//b0657//b0243//b3892//b2761//b0375//b4520//b2252//b1872//b1392//b3942//b2624//b0298//
GO_0009263_6	b2812//b2156//b0823//b3405//b3241//b2922//b2149//b0934//b4169//
GO_0009264_6	b0483//b1285//b2570//b1919//b3998//
GO_0009265_7	b2161//b2109//b2110//b0301//b4373//
GO_0009266_4	b2976//b2024//b2219//b4093//b0418//b2576//b0807//b3455//b2704//b3206//b1288//b0595//b3986//b3050//b0709//b1202//b3294//b3024//b4471//b0960//b2014//b2992//b1723//b2696//b2400//b1701//b2827//b0076//b1809//b4471//b2949//b1244//b0450//b1132//b2480//b2819//b4177//b2523//b1441//b4290//b1323//b3416//b3676//b3782//b4053//b2465//b4251//b1250//b0111//b0176//b2997//b0693//b0347//b2754//b0104//b2548//b2149//b2196//b1863//b4304//b3481//b1412//b3953//b3869//b1919//b3056//b4559//b2320//b2302//b3623//b0820//b1291//b1855//b1973//b0693//b2405//b0346//b1312//b0369//b1695//b0629//b2094//
GO_0009267_5	b0717//b3572//b4094//b4151//b3010//b3962//b3510//b2784//b0995//xisR//b3786//b2091//b3023//b2400//b1557//b1644//b3139//b3722//b4374//b1299//b0975//b1499//b4029//b4373//b3754//b3556//
GO_0009268_4	b2026//b0895//b4312//b2787//b1737//b3022//b0860//b4180//b1859//b0767//b0573//b3409//b3176//b4355//b2813//b1010//b2138//b2481//b4374//b0363//b0737//b4389//b1342//b1113//b0377//b3303//b1274//
GO_0009271_4	b3297//b0513//b0903//
GO_0009273_5	b3789//b3673//b2870//b4189//b0304//b0199//b2538//b0089//b3290//b4259//
GO_0009290_6	b3725//b3330//
GO_0009292_4	b1584//b4246//
GO_0009294_5	b2556//b2901//
GO_0009297_6	b3782//b3357//b3413//b2266//b2500//b1683//b4207//b0492//b1421//b2234//b1576//b1812//b2019//b3813//
GO_0009298_7	b0627//b1688//b4131//
GO_0009305_7	b3404//
GO_0009306_4	b3965//b1053//b3227//b3816//b1301//b0254//b4099//
GO_0009308_5	b2990//b2686//b1338//b1473//b1218//b2060//b4050//b2105//b1389//b3364//b3897//b4311//b0431//b3060//b1476//b0941//b4220//b1599//b2689//b1513//b0427//b4207//b2994//b0213//b3500//b1883//b3697//
GO_0009309_6	b3875//b0435//b2667//b2130//b0723//b3751//b1178//b3622//b1522//b1312//b2803//b3190//b0642//b3240//
GO_0009310_6	b1260//b1320//b0824//b0612//b4052//b0842//b2842//b4394//b1412//b0907//b0925//b0572//b0131//
GO_0009311_5	b1696//b3022//b1467//b0046//b3895//b1925//b3008//b2728//rpnB//b1391//b0853//b0087//b2138//b0479//b4705//b4067//b3657//b1930//b3697//b2207//b3364//b4041//b0033//b1404//b4073//b0817//b2149//b3525//b1086//b3522//b3498//b1223//b2121//b1474//b0043//b3882//b2184//b0437//b2979//b2428//b0262//b1883//b0173//b3725//b0116//b3832//b1058//b0010//b0113//b3664//b2870//b4053//b2521//
GO_0009312_6	b1798//b3442//b1125//b2370//b0728//b3543//b1663//b1012//b2316//b4153//b1785//b4113//b2407//b3794//b2208//b1069//b1538//b0793//b0550//b2666//b1339//b0074//b4090//b0640//b3800//b4087//b0694//b4036//b2151//b1998//b0511//b0624//b1639//b3201//b0241//b4222//b2724//b0461//b2282//rpnD//b4349//b3935//
GO_0009313_6	b1712//b0949//b0835//b0817//b1852//b4147//b2688//b1808//b3908//b4133//
GO_0009314_4	b1652//b3194//b3066//b3934//b1729//b2005//b0778//b1221//b0925//b0973//b3292//b1258//b3301//b3394//b0844//b0841//b1916//b1736//b1634//b1652//b0792//b0860//b0790//b1236//b0627//b0241//b2506//b1775//b2111//b3415//b2509//b4392//b2285//b1723//b0696//b1079//b0376//b4116//b1344//b2211//b2949//b0459//b0447//b1521//b2157//b4478//b1060//b0162//b1201//b2024//b3564//b3670//b2788//bioD1//b3177//b2554//b3954//b0676//b3869//b3825//b4252//b3161//b3667//b4073//b3018//b3869//b0911//b2997//b0140//b0758//b0284//b2020//b3828//b0844//b1261//b2159//b3520//b2553//b2925//b1131//b1376//b2669//b3982//b3556//b1093//b1276//b2710//b2178//b2960//b2121//b4172//b1521//
GO_0009372_5	b0752//b4302//b4381//
GO_0009394_6	b2526//b2867//b1317//b3020//b2400//b1530//b2430//
GO_0009395_6	b3724//
GO_0009396_6	b3453//b0982//b0059//b2011//b1613//b2477//b3341//b2603//b1497//b4224//b2324//
GO_0009397_6	b1617//b2387//
GO_0009398_7	b1776//
GO_0009401_7	b0940//b0860//rpnD//b0871//b2711//b0006//b4321//b4035//b2010//b0365//b1945//b3250//b1653//b1623//b3525//b3357//b2143//b0399//b4123//b1112//b3266//b0903//b2628//b1916//b2193//b0414//b4098//b3867//b0526//b0622//b3212//b1798//b1712//b2563//b1465//b2086//b1855//b0674//b3671//b1086//b1891//b3089//b3096//b3084//b3386//b2890//b4069//b2436//b3168//b3256//b2566//b1550//
GO_0009403_5	b2330//
GO_0009404_4	b3699//b0241//b4063//b2893//b0774//b4279//b3502//b1743//b2412//b1693//b4128//b1680//b1294//b0178//b0963//b2224//b0254//b0798//b2724//
GO_0009405_4	b3609//b3243//b2053//
GO_0009407_3	b2435//b3212//b3822//b2980//b4024//b1274//b2914//b1188//b2037//b3584//mtnN//b3754//b1236//b2388//b4258//b1874//
GO_0009408_4	b0710//b4022//b4098//b1008//bioD1//b0697//b4095//b0854//b4346//b0426//b3833//b3781//b4084//b1199//b3464//b1749//b3165//b3113//b2392//b4667//b2894//b3224//b4453//b2130//b0178//b1943//b3349//b2770//b1274//b2302//b0628//b2480//b3784//b0033//b0509//b3294//b2663//b0934//b2906//b3167//b0721//b2470//b2041//bioD2//b4326//b0577//b0106//b1411//b1618//b1791//hprS//b2571//b2568//b1246//b4172//b1864//b0095//b2581//b1110//b0827//
GO_0009409_4	b1099//b1945//b2761//b3330//b2675//b2803//b4115//b1895//b3565//b0444//b3136//b2383//b3522//b0339//b2714//b3413//b3943//b2561//
GO_0009410_4	b3221//
GO_0009411_6	b3261//b3262//b0033//b3479//b4374//b2573//b0733//b0490//b2082//b0228//b0959//b3884//b2716//b1084//b0299//b1525//
GO_0009415_4	b2579//
GO_0009416_5	b2922//b4361//hxpA//b1058//b3887//b2761//b2779//b2808//b3688//b4668//b3998//b2349//b2571//b0596//b0381//b0714//b2182//b0724//b0945//
GO_0009423_8	b1341//b1271//b2217//yeeL//
GO_0009432_5	b2686//b1062//b2202//hxpB//b1612//b0758//b3623//b4133//b2429//b3145//b2135//b4357//b1709//b1163//b3459//b0763//b0900//b2064//b2666//b0590//b1466//b3845//
GO_0009435_9	b0465//b3516//b1552//b3857//b3330//b2354//b1441//b0945//b0758//
GO_0009436_6	b4376//b2563//b2193//b0072//
GO_0009437_5	b3216//b1010//b3025//b4511//b1191//b3732//b1959//
GO_0009438_5	b3304//b3024//b1707//b1600//b1221//b3204//b3064//b0349//b2965//b2329//b4245//b0875//b1395//b2057//b2770//b1252//b2896//b3400//b0608//b1313//b0509//b0732//b0401//b2912//b4376//b0086//b2640//b3193//b3753//b4554//
GO_0009439_5	b4054//b0323//b2133//
GO_0009440_6	b1650//b3924//b0928//
GO_0009441_5	b2976//b2741//b3148//b3375//b3933//
GO_0009442_7	b4483//b0695//b4141//b2379//b3727//
GO_0009443_5	b2933//b4081//b1487//
GO_0009445_5	b2095//b0920//b1622//b3845//b1709//b3148//b3688//b3057//b0212//b2519//
GO_0009446_6	b1247//b3632//
GO_0009447_6	b1277//b2512//b1281//b3740//b4119//b1639//b3060//b3224//
GO_0009448_5	b1238//hexR//b1100//b3879//
GO_0009450_6	b3331//b4361//b3231//b2364//
GO_0009451_6	b0685//b1069//b2919//hxpB//b3720//b0261//b0867//b3012//b0465//b0644//b2197//b3632//b4415//b2131//b0296//b3394//b1178//b1210//b1306//b2213//b3697//b4384//b0589//b3580//b3804//b0840//b3011//b2867//mltG//b0053//b0486//b0892//b0564//b1205//b3255//b3498//b0932//b2285//b0314//b0809//b1882//b0855//b2996//b3711//b3932//b3048//b3029//b2890//b1475//b0366//b1698//b0876//b3477//b2669//b3200//b4483//b0084//b1203//b0307//msrQ//b2756//b1798//b1955//b0169//b0751//b1824//b2387//b3011//b2789//b0263//b0531//b0085//b2290//b0998//b0325//b3826//b1835//b1288//b2217//b0033//b1281//b2061//b2946//
GO_0009453_4	b2291//
GO_0009454_5	b1272//
GO_0009593_4	b0426//b1203//
GO_0009597_5	b0642//
GO_0009605_3	b1120//b3592//b0472//b0287//b4201//b3093//b0007//b4300//b2946//b2062//b0598//b0228//b1444//b3686//b2104//b2765//b4136//b1856//b2938//b3114//b4381//b3941//b3290//b2827//b3540//b4382//b2554//b4371//b0346//b3738//b2182//b0243//b3601//b1515//b2997//b2578//b2711//b0886//b2662//b3134//b1808//b1103//b3930//b1432//b0904//b1200//b3893//b1176//b2301//b0953//b0509//b2836//b2078//b1823//b4162//b2512//b1902//b0699//b3685//b0737//b0990//b3712//b4194//b1227//b1863//b3394//b2560//b0699//b1538//b3087//b3360//b4393//b3060//b1435//b2610//b1015//b1397//
GO_0009607_3	b3828//b3152//b3754//b3347//b0779//b2759//b2753//b1767//b4373//b3554//b2256//b3181//b4241//b2844//
GO_0009615_4	b1333//b0564//b1343//b3199//b0895//b3676//b1126//b1301//b1978//b2339//b0318//b2874//b2107//b0143//
GO_0009628_3	b3673//b3429//b1441//b2753//b4637//b1890//b2998//b3339//b3500//b4128//b1824//b3973//b1625//b0459//b0186//b4219//b1222//b0620//b0356//b1861//b2134//b3145//b3615//b2428//b1430//b2133//b3133//b2553//b3169//b1124//b2675//b3082//b0870//b2787//b2946//b3208//b3689//b1492//b0578//b1603//b2521//b0798//b1441//b2133//b2554//b4613//b4320//b2287//b2890//b3316//b4311//b3673//b1348//b2670//b1738//b0639//b4351//b3221//b2674//b0118//b1831//b1237//b4072//b2026//b4465//b2573//b1429//b0446//b2735//b0683//b1745//b1535//b2822//b0480//b2109//b0785//b2257//b2901//b0774//b2316//b1058//rhmR//b3137//b2666//b3775//b3672//b1917//b0592//b3899//b0053//b4213//b2376//b1496//b4192//b2175//b3194//b0153//b0208//b4297//b2283//b1297//b3715//b3241//b0681//yeeL//b2893//b0633//b2541//b0298//b3139//b2429//b2508//glsA1//b0241//b1269//b2334//b1678//b0811//b3056//b4393//b4468//b3249//b4053//b2010//rpnC//b3785//b2474//b2182//b3785//b1341//b1360//b3564//b0941//b4550//b1959//b1466//b2208//b0238//b1433//b3576//b1645//b0592//b2622//b2523//b3684//b3519//b3842//b0765//b2595//b2933//b0877//b3161//b2417//b2328//b0423//b0889//b0420//b2491//b2841//b0929//b0980//b3061//b2213//b4026//b3667//b0207//b3628//b2575//b0446//b2818//b0638//b3636//b2702//b1438//b0261//b0587//b0388//b1621//b2821//b0804//b1924//b0993//b1518//b3021//b3180//gapC//b2567//b0065//b4042//b3447//b0650//b2745//b1249//b4386//b3236//b4246//b2889//b2242//b1518//b3351//b3282//b0200//b4467//b1662//b4222//b1039//b0349//b1779//b0491//b1189//b3426//b4053//b3718//b0492//b1743//b0067//b0614//b4171//b0847//b2195//b1851//b0637//b1774//b2739//hxpA//b0129//b0571//b2327//b0264//b2568//
